Rep. James Baird,Representative for Indiana’s 4th District,"Baird is the representative for Indiana’s 4th congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Baird is next up for reelection in 2024 and serves until Jan 3, 2025. He is 77 years old.",/static/legislator-photos/412777-200px.jpeg
Rep. Troy Balderson,Representative for Ohio’s 12th District,"Balderson is the representative for Ohio’s 12th congressional district (view map) and is a Republican. He has served since Sep 5, 2018. Balderson is next up for reelection in 2024 and serves until Jan 3, 2025. He is 60 years old.",/static/legislator-photos/412747-200px.jpeg
Sen. Tammy Baldwin,Senator for Wisconsin,"Baldwin is the junior senator from Wisconsin and is a Democrat. She has served since Jan 3, 2013. Baldwin is next up for reelection in 2024 and serves until Jan 3, 2025. She is 60 years old.",/static/legislator-photos/400013-200px.jpeg
Rep. Becca Balint,Representative for Vermont’s At-Large District,"Balint is the representative for Vermont’s at-large district and is a Democrat. She has served since Jan 3, 2023. Balint is next up for reelection in 2024 and serves until Jan 3, 2025. She is 54 years old."
Rep. Jim Banks,Representative for Indiana’s 3rd District,"Banks is the representative for Indiana’s 3rd congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Banks is next up for reelection in 2024 and serves until Jan 3, 2025. He is 43 years old.",/static/legislator-photos/412702-200px.jpeg
Rep. Nanette Barragán,Representative for California’s 44th District,"Barragán is the representative for California’s 44th congressional district (view map) and is a Democrat. She has served since Jan 3, 2017. Barragán is next up for reelection in 2024 and serves until Jan 3, 2025. She is 46 years old.",/static/legislator-photos/412687-200px.jpeg
Sen. John Barrasso,Senator for Wyoming,"Barrasso is the senior senator from Wyoming and is a Republican. He has served since Jun 25, 2007. Barrasso is next up for reelection in 2024 and serves until Jan 3, 2025. He is 70 years old.",/static/legislator-photos/412251-200px.jpeg
Rep. Garland “Andy” Barr,Representative for Kentucky’s 6th District,"Barr is the representative for Kentucky’s 6th congressional district (view map) and is a Republican. He has served since Jan 3, 2013. Barr is next up for reelection in 2024 and serves until Jan 3, 2025. He is 49 years old.",/static/legislator-photos/412541-200px.jpeg
Rep. Joyce Beatty,Representative for Ohio’s 3rd District,"Beatty is the representative for Ohio’s 3rd congressional district (view map) and is a Democrat. She has served since Jan 3, 2013. Beatty is next up for reelection in 2024 and serves until Jan 3, 2025. She is 72 years old.",/static/legislator-photos/412565-200px.jpeg
Sen. Michael Bennet,Senator for Colorado,"Bennet is the senior senator from Colorado and is a Democrat. He has served since Jan 22, 2009. Bennet is next up for reelection in 2028 and serves until Jan 3, 2029. He is 58 years old.",/static/legislator-photos/412330-200px.jpeg
Rep. Cliff Bentz,Representative for Oregon’s 2nd District,"Bentz is the representative for Oregon’s 2nd congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Bentz is next up for reelection in 2024 and serves until Jan 3, 2025. He is 71 years old.",/static/legislator-photos/456842-200px.jpeg
Rep. Ami Bera,Representative for California’s 6th District,"Bera is the representative for California’s 6th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Bera is next up for reelection in 2024 and serves until Jan 3, 2025. He is 57 years old.",/static/legislator-photos/412512-200px.jpeg
Rep. Jack Bergman,Representative for Michigan’s 1st District,"Bergman is the representative for Michigan’s 1st congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Bergman is next up for reelection in 2024 and serves until Jan 3, 2025. He is 75 years old.",/static/legislator-photos/412709-200px.jpeg
Rep. Donald Beyer,Representative for Virginia’s 8th District,"Beyer is the representative for Virginia’s 8th congressional district (view map) and is a Democrat. He has served since Jan 6, 2015. Beyer is next up for reelection in 2024 and serves until Jan 3, 2025. He is 72 years old.",/static/legislator-photos/412657-200px.jpeg
Rep. Stephanie Bice,Representative for Oklahoma’s 5th District,"Bice is the representative for Oklahoma’s 5th congressional district (view map) and is a Republican. She has served since Jan 3, 2021. Bice is next up for reelection in 2024 and serves until Jan 3, 2025. She is 49 years old.",/static/legislator-photos/456841-200px.jpeg
Rep. Andy Biggs,Representative for Arizona’s 5th District,"Biggs is the representative for Arizona’s 5th congressional district (view map) and is a Republican. He has served since Jan 3, 2017. Biggs is next up for reelection in 2024 and serves until Jan 3, 2025. He is 64 years old.",/static/legislator-photos/412683-200px.jpeg
Rep. Gus Bilirakis,Representative for Florida’s 12th District,"Bilirakis is the representative for Florida’s 12th congressional district (view map) and is a Republican. He has served since Jan 3, 2013. Bilirakis is next up for reelection in 2024 and serves until Jan 3, 2025. He is 59 years old.",/static/legislator-photos/412250-200px.jpeg
Rep. Dan Bishop,Representative for North Carolina’s 8th District,"Bishop is the representative for North Carolina’s 8th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Bishop is next up for reelection in 2024 and serves until Jan 3, 2025. He is 58 years old.",/static/legislator-photos/412844-200px.jpeg
Rep. Sanford Bishop,Representative for Georgia’s 2nd District,"Bishop is the representative for Georgia’s 2nd congressional district (view map) and is a Democrat. He has served since Jan 5, 1993. Bishop is next up for reelection in 2024 and serves until Jan 3, 2025. He is 75 years old.",/static/legislator-photos/400030-200px.jpeg
Sen. Marsha Blackburn,Senator for Tennessee,"Blackburn is the senior senator from Tennessee and is a Republican. She has served since Jan 3, 2019. Blackburn is next up for reelection in 2024 and serves until Jan 3, 2025. She is 70 years old.",/static/legislator-photos/400032-200px.jpeg
Rep. Earl Blumenauer,Representative for Oregon’s 3rd District,"Blumenauer is the representative for Oregon’s 3rd congressional district (view map) and is a Democrat. He has served since May 21, 1996. Blumenauer is next up for reelection in 2024 and serves until Jan 3, 2025. He is 74 years old.",/static/legislator-photos/400033-200px.jpeg
Sen. Richard Blumenthal,Senator for Connecticut,"Blumenthal is the senior senator from Connecticut and is a Democrat. He has served since Jan 5, 2011. Blumenthal is next up for reelection in 2028 and serves until Jan 3, 2029. He is 76 years old.",/static/legislator-photos/412490-200px.jpeg
Rep. Lisa Blunt Rochester,Representative for Delaware’s At-Large District,"Blunt Rochester is the representative for Delaware’s at-large district and is a Democrat. She has served since Jan 3, 2017. Blunt Rochester is next up for reelection in 2024 and serves until Jan 3, 2025. She is 60 years old.",/static/legislator-photos/412689-200px.jpeg
Rep. Lauren Boebert,Representative for Colorado’s 3rd District,"Boebert is the representative for Colorado’s 3rd congressional district (view map) and is a Republican. She has served since Jan 3, 2021. Boebert is next up for reelection in 2024 and serves until Jan 3, 2025. She is 36 years old."
Rep. Suzanne Bonamici,Representative for Oregon’s 1st District,"Bonamici is the representative for Oregon’s 1st congressional district (view map) and is a Democrat. She has served since Feb 7, 2012. Bonamici is next up for reelection in 2024 and serves until Jan 3, 2025. She is 68 years old.",/static/legislator-photos/412501-200px.jpeg
Sen. Cory Booker,Senator for New Jersey,"Booker is the junior senator from New Jersey and is a Democrat. He has served since Oct 31, 2013. Booker is next up for reelection in 2026 and serves until Jan 3, 2027. He is 53 years old.",/static/legislator-photos/412598-200px.jpeg
Sen. John Boozman,Senator for Arkansas,"Boozman is the senior senator from Arkansas and is a Republican. He has served since Jan 5, 2011. Boozman is next up for reelection in 2028 and serves until Jan 3, 2029. He is 72 years old.",/static/legislator-photos/400040-200px.jpeg
Rep. Jamaal Bowman,Representative for New York’s 16th District,"Bowman is the representative for New York’s 16th congressional district (view map) and is a Democrat. He has served since Jan 3, 2021. Bowman is next up for reelection in 2024 and serves until Jan 3, 2025. He is 46 years old.",/static/legislator-photos/456839-200px.jpeg
Rep. Brendan Boyle,Representative for Pennsylvania’s 2nd District,"Boyle is the representative for Pennsylvania’s 2nd congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Boyle is next up for reelection in 2024 and serves until Jan 3, 2025. He is 45 years old.",/static/legislator-photos/412652-200px.jpeg
Sen. Mike Braun,Senator for Indiana,"Braun is the junior senator from Indiana and is a Republican. He has served since Jan 3, 2019. Braun is next up for reelection in 2024 and serves until Jan 3, 2025. He is 68 years old.",/static/legislator-photos/412839-200px.jpeg
Rep. Josh Brecheen,Representative for Oklahoma’s 2nd District,"Brecheen is the representative for Oklahoma’s 2nd congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Brecheen is next up for reelection in 2024 and serves until Jan 3, 2025. He is 43 years old."
Sen. Katie Britt,Senator for Alabama,"Britt is the junior senator from Alabama and is a Republican. She has served since Jan 3, 2023. Britt is next up for reelection in 2028 and serves until Jan 3, 2029. She is 40 years old."
Rep. Julia Brownley,Representative for California’s 26th District,"Brownley is the representative for California’s 26th congressional district (view map) and is a Democrat. She has served since Jan 3, 2013. Brownley is next up for reelection in 2024 and serves until Jan 3, 2025. She is 70 years old.",/static/legislator-photos/412516-200px.jpeg
Sen. Sherrod Brown,Senator for Ohio,"Brown is the senior senator from Ohio and is a Democrat. He has served since Jan 4, 2007. Brown is next up for reelection in 2024 and serves until Jan 3, 2025. He is 70 years old.",/static/legislator-photos/400050-200px.jpeg
Rep. Shontel Brown,Representative for Ohio’s 11th District,"Brown is the representative for Ohio’s 11th congressional district (view map) and is a Democrat. She has served since Nov 4, 2021. Brown is next up for reelection in 2024 and serves until Jan 3, 2025. She is 47 years old."
Rep. Vern Buchanan,Representative for Florida’s 16th District,"Buchanan is the representative for Florida’s 16th congressional district (view map) and is a Republican. He has served since Jan 3, 2013. Buchanan is next up for reelection in 2024 and serves until Jan 3, 2025. He is 71 years old.",/static/legislator-photos/412196-200px.jpeg
Rep. Ken Buck,Representative for Colorado’s 4th District,"Buck is the representative for Colorado’s 4th congressional district (view map) and is a Republican. He has served since Jan 6, 2015. Buck is next up for reelection in 2024 and serves until Jan 3, 2025. He is 63 years old.",/static/legislator-photos/412619-200px.jpeg
Rep. Larry Bucshon,Representative for Indiana’s 8th District,"Bucshon is the representative for Indiana’s 8th congressional district (view map) and is a Republican. He has served since Jan 5, 2011. Bucshon is next up for reelection in 2024 and serves until Jan 3, 2025. He is 60 years old.",/static/legislator-photos/412427-200px.jpeg
Sen. Ted Budd,Senator for North Carolina,"Budd is the junior senator from North Carolina and is a Republican. He has served since Jan 3, 2023. Budd is next up for reelection in 2028 and serves until Jan 3, 2029. He is 51 years old.",/static/legislator-photos/412712-200px.jpeg
Rep. Nicole (Nikki) Budzinski,Representative for Illinois’s 13th District,"Budzinski is the representative for Illinois’s 13th congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Budzinski is next up for reelection in 2024 and serves until Jan 3, 2025. She is 45 years old."
Rep. Tim Burchett,Representative for Tennessee’s 2nd District,"Burchett is the representative for Tennessee’s 2nd congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Burchett is next up for reelection in 2024 and serves until Jan 3, 2025. He is 58 years old.",/static/legislator-photos/412817-200px.jpeg
Rep. Michael Burgess,Representative for Texas’s 26th District,"Burgess is the representative for Texas’s 26th congressional district (view map) and is a Republican. He has served since Jan 7, 2003. Burgess is next up for reelection in 2024 and serves until Jan 3, 2025. He is 72 years old.",/static/legislator-photos/400052-200px.jpeg
Rep. Eric Burlison,Representative for Missouri’s 7th District,"Burlison is the representative for Missouri’s 7th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Burlison is next up for reelection in 2024 and serves until Jan 3, 2025. He is 46 years old."
Rep. Cori Bush,Representative for Missouri’s 1st District,"Bush is the representative for Missouri’s 1st congressional district (view map) and is a Democrat. She has served since Jan 3, 2021. Bush is next up for reelection in 2024 and serves until Jan 3, 2025. She is 46 years old.",/static/legislator-photos/456829-200px.jpeg
Rep. Ken Calvert,Representative for California’s 41st District,"Calvert is the representative for California’s 41st congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Calvert is next up for reelection in 2024 and serves until Jan 3, 2025. He is 69 years old.",/static/legislator-photos/400057-200px.jpeg
Rep. Katherine “Kat” Cammack,Representative for Florida’s 3rd District,"Cammack is the representative for Florida’s 3rd congressional district (view map) and is a Republican. She has served since Jan 3, 2021. Cammack is next up for reelection in 2024 and serves until Jan 3, 2025. She is 34 years old.",/static/legislator-photos/456806-200px.jpeg
Sen. Shelley Moore Capito,Senator for West Virginia,"Capito is the junior senator from West Virginia and is a Republican. She has served since Jan 6, 2015. Capito is next up for reelection in 2026 and serves until Jan 3, 2027. She is 69 years old.",/static/legislator-photos/400061-200px.jpeg
Rep. Yadira Caraveo,Representative for Colorado’s 8th District,"Caraveo is the representative for Colorado’s 8th congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Caraveo is next up for reelection in 2024 and serves until Jan 3, 2025. She is 42 years old."
Rep. Salud Carbajal,Representative for California’s 24th District,"Carbajal is the representative for California’s 24th congressional district (view map) and is a Democrat. He has served since Jan 3, 2017. Carbajal is next up for reelection in 2024 and serves until Jan 3, 2025. He is 58 years old.",/static/legislator-photos/412686-200px.jpeg
Rep. Tony Cárdenas,Representative for California’s 29th District,"Cárdenas is the representative for California’s 29th congressional district (view map) and is a Democrat. He has served since Jan 3, 2013. Cárdenas is next up for reelection in 2024 and serves until Jan 3, 2025. He is 59 years old.",/static/legislator-photos/412517-200px.jpeg
Sen. Benjamin Cardin,Senator for Maryland,"Cardin is the senior senator from Maryland and is a Democrat. He has served since Jan 4, 2007. Cardin is next up for reelection in 2024 and serves until Jan 3, 2025. He is 79 years old.",/static/legislator-photos/400064-200px.jpeg
Rep. Mike Carey,Representative for Ohio’s 15th District,"Carey is the representative for Ohio’s 15th congressional district (view map) and is a Republican. He has served since Nov 4, 2021. Carey is next up for reelection in 2024 and serves until Jan 3, 2025. He is 51 years old."
Rep. Jerry Carl,Representative for Alabama’s 1st District,"Carl is the representative for Alabama’s 1st congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Carl is next up for reelection in 2024 and serves until Jan 3, 2025. He is 64 years old.",/static/legislator-photos/456799-200px.jpeg
Sen. Thomas Carper,Senator for Delaware,"Carper is the senior senator from Delaware and is a Democrat. He has served since Jan 3, 2001. Carper is next up for reelection in 2024 and serves until Jan 3, 2025. He is 75 years old.",/static/legislator-photos/300019-200px.jpeg
Rep. André Carson,Representative for Indiana’s 7th District,"Carson is the representative for Indiana’s 7th congressional district (view map) and is a Democrat. He has served since Mar 13, 2008. Carson is next up for reelection in 2024 and serves until Jan 3, 2025. He is 48 years old.",/static/legislator-photos/412258-200px.jpeg
Rep. Earl “Buddy” Carter,Representative for Georgia’s 1st District,"Carter is the representative for Georgia’s 1st congressional district (view map) and is a Republican. He has served since Jan 6, 2015. Carter is next up for reelection in 2024 and serves until Jan 3, 2025. He is 65 years old.",/static/legislator-photos/412622-200px.jpeg
Rep. John R. Carter,Representative for Texas’s 31st District,"Carter is the representative for Texas’s 31st congressional district (view map) and is a Republican. He has served since Jan 7, 2003. Carter is next up for reelection in 2024 and serves until Jan 3, 2025. He is 81 years old.",/static/legislator-photos/400068-200px.jpeg
Rep. Troy Carter,Representative for Louisiana’s 2nd District,"Carter is the representative for Louisiana’s 2nd congressional district (view map) and is a Democrat. He has served since May 11, 2021. Carter is next up for reelection in 2024 and serves until Jan 3, 2025. He is 59 years old.",/static/legislator-photos/456860-200px.jpeg
Rep. Matthew “Matt” Cartwright,Representative for Pennsylvania’s 8th District,"Cartwright is the representative for Pennsylvania’s 8th congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Cartwright is next up for reelection in 2024 and serves until Jan 3, 2025. He is 61 years old.",/static/legislator-photos/412571-200px.jpeg
Rep. Gregorio Casar,Representative for Texas’s 35th District,"Casar is the representative for Texas’s 35th congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Casar is next up for reelection in 2024 and serves until Jan 3, 2025. He is 33 years old."
Rep. Ed Case,Representative for Hawaii’s 1st District,"Case is the representative for Hawaii’s 1st congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Case is next up for reelection in 2024 and serves until Jan 3, 2025. He is 70 years old.",/static/legislator-photos/400069-200px.jpeg
Sen. Robert “Bob” Casey,Senator for Pennsylvania,"Casey is the senior senator from Pennsylvania and is a Democrat. He has served since Jan 4, 2007. Casey is next up for reelection in 2024 and serves until Jan 3, 2025. He is 62 years old.",/static/legislator-photos/412246-200px.jpeg
Sen. Bill Cassidy,Senator for Louisiana,"Cassidy is the senior senator from Louisiana and is a Republican. He has served since Jan 6, 2015. Cassidy is next up for reelection in 2026 and serves until Jan 3, 2027. He is 65 years old.",/static/legislator-photos/412269-200px.jpeg
Rep. Sean Casten,Representative for Illinois’s 6th District,"Casten is the representative for Illinois’s 6th congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Casten is next up for reelection in 2024 and serves until Jan 3, 2025. He is 51 years old.",/static/legislator-photos/412775-200px.jpeg
Rep. Kathy Castor,Representative for Florida’s 14th District,"Castor is the representative for Florida’s 14th congressional district (view map) and is a Democrat. She has served since Jan 3, 2013. Castor is next up for reelection in 2024 and serves until Jan 3, 2025. She is 56 years old.",/static/legislator-photos/412195-200px.jpeg
Rep. Lori Chavez-DeRemer,Representative for Oregon’s 5th District,"Chavez-DeRemer is the representative for Oregon’s 5th congressional district (view map) and is a Republican. She has served since Jan 3, 2023. Chavez-DeRemer is next up for reelection in 2024 and serves until Jan 3, 2025. She is 54 years old."
Rep. Sheila Cherfilus-McCormick,Representative for Florida’s 20th District,"Cherfilus-McCormick is the representative for Florida’s 20th congressional district (view map) and is a Democrat. She has served since Jan 18, 2022. Cherfilus-McCormick is next up for reelection in 2024 and serves until Jan 3, 2025. She is 43 years old."
Rep. Judy Chu,Representative for California’s 28th District,"Chu is the representative for California’s 28th congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Chu is next up for reelection in 2024 and serves until Jan 3, 2025. She is 69 years old.",/static/legislator-photos/412379-200px.jpeg
Rep. David Cicilline,Representative for Rhode Island’s 1st District,"Cicilline is the representative for Rhode Island’s 1st congressional district (view map) and is a Democrat. He has served since Jan 5, 2011. Cicilline is next up for reelection in 2024 and serves until Jan 3, 2025. He is 61 years old.",/static/legislator-photos/412470-200px.jpeg
Rep. Juan Ciscomani,Representative for Arizona’s 6th District,"Ciscomani is the representative for Arizona’s 6th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Ciscomani is next up for reelection in 2024 and serves until Jan 3, 2025. He is 40 years old."
Rep. Yvette Clarke,Representative for New York’s 9th District,"Clarke is the representative for New York’s 9th congressional district (view map) and is a Democrat. She has served since Jan 3, 2013. Clarke is next up for reelection in 2024 and serves until Jan 3, 2025. She is 58 years old.",/static/legislator-photos/412221-200px.jpeg
Rep. Katherine Clark,Representative for Massachusetts’s 5th District,"Clark is the representative for Massachusetts’s 5th congressional district (view map) and is a Democrat. She has served since Dec 12, 2013. Clark is next up for reelection in 2024 and serves until Jan 3, 2025. She is 59 years old.",/static/legislator-photos/412600-200px.jpeg
Rep. Emanuel Cleaver,Representative for Missouri’s 5th District,"Cleaver is the representative for Missouri’s 5th congressional district (view map) and is a Democrat. He has served since Jan 4, 2005. Cleaver is next up for reelection in 2024 and serves until Jan 3, 2025. He is 78 years old.",/static/legislator-photos/400639-200px.jpeg
Rep. Ben Cline,Representative for Virginia’s 6th District,"Cline is the representative for Virginia’s 6th congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Cline is next up for reelection in 2024 and serves until Jan 3, 2025. He is 50 years old.",/static/legislator-photos/412832-200px.jpeg
Rep. Michael Cloud,Representative for Texas’s 27th District,"Cloud is the representative for Texas’s 27th congressional district (view map) and is a Republican. He has served since Jul 10, 2018. Cloud is next up for reelection in 2024 and serves until Jan 3, 2025. He is 47 years old.",/static/legislator-photos/412746-200px.jpeg
Rep. James “Jim” Clyburn,Representative for South Carolina’s 6th District,"Clyburn is the representative for South Carolina’s 6th congressional district (view map) and is a Democrat. He has served since Jan 5, 1993. Clyburn is next up for reelection in 2024 and serves until Jan 3, 2025. He is 82 years old.",/static/legislator-photos/400075-200px.jpeg
Rep. Andrew Clyde,Representative for Georgia’s 9th District,"Clyde is the representative for Georgia’s 9th congressional district (view map) and is a Republican. He has served since Jan 3, 2021. Clyde is next up for reelection in 2024 and serves until Jan 3, 2025. He is 59 years old.",/static/legislator-photos/456813-200px.jpeg
Rep. Steve Cohen,Representative for Tennessee’s 9th District,"Cohen is the representative for Tennessee’s 9th congressional district (view map) and is a Democrat. He has served since Jan 4, 2007. Cohen is next up for reelection in 2024 and serves until Jan 3, 2025. He is 73 years old.",/static/legislator-photos/412236-200px.jpeg
Rep. Tom Cole,Representative for Oklahoma’s 4th District,"Cole is the representative for Oklahoma’s 4th congressional district (view map) and is a Republican. He has served since Jan 7, 2003. Cole is next up for reelection in 2024 and serves until Jan 3, 2025. He is 73 years old.",/static/legislator-photos/400077-200px.jpeg
Rep. Mike Collins,Representative for Georgia’s 10th District,"Collins is the representative for Georgia’s 10th congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Collins is next up for reelection in 2024 and serves until Jan 3, 2025. He is 55 years old."
Sen. Susan Collins,Senator for Maine,"Collins is the senior senator from Maine and is a Republican. She has served since Jan 7, 1997. Collins is next up for reelection in 2026 and serves until Jan 3, 2027. She is 70 years old.",/static/legislator-photos/300025-200px.jpeg
Rep. James Comer,Representative for Kentucky’s 1st District,"Comer is the representative for Kentucky’s 1st congressional district (view map) and is a Republican. He has served since Nov 14, 2016. Comer is next up for reelection in 2024 and serves until Jan 3, 2025. He is 50 years old.",/static/legislator-photos/412676-200px.jpeg
Rep. Gerald Connolly,Representative for Virginia’s 11th District,"Connolly is the representative for Virginia’s 11th congressional district (view map) and is a Democrat. He has served since Jan 6, 2009. Connolly is next up for reelection in 2024 and serves until Jan 3, 2025. He is 72 years old.",/static/legislator-photos/412272-200px.jpeg
Sen. Christopher Coons,Senator for Delaware,"Coons is the junior senator from Delaware and is a Democrat. He has served since Nov 15, 2010. Coons is next up for reelection in 2026 and serves until Jan 3, 2027. He is 59 years old.",/static/legislator-photos/412390-200px.jpeg
Rep. Luis Correa,Representative for California’s 46th District,"Correa is the representative for California’s 46th congressional district (view map) and is a Democrat. He has served since Jan 3, 2017. Correa is next up for reelection in 2024 and serves until Jan 3, 2025. He is 64 years old.",/static/legislator-photos/412688-200px.jpeg
Sen. Catherine Cortez Masto,Senator for Nevada,"Cortez Masto is the senior senator from Nevada and is a Democrat. She has served since Jan 3, 2017. Cortez Masto is next up for reelection in 2028 and serves until Jan 3, 2029. She is 58 years old.",/static/legislator-photos/412681-200px.jpeg
Rep. Jim Costa,Representative for California’s 21st District,"Costa is the representative for California’s 21st congressional district (view map) and is a Democrat. He has served since Jan 3, 2023. Costa is next up for reelection in 2024 and serves until Jan 3, 2025. He is 70 years old.",/static/legislator-photos/400618-200px.jpeg
Sen. Tom Cotton,Senator for Arkansas,"Cotton is the junior senator from Arkansas and is a Republican. He has served since Jan 6, 2015. Cotton is next up for reelection in 2026 and serves until Jan 3, 2027. He is 45 years old.",/static/legislator-photos/412508-200px.jpeg
Rep. Joe Courtney,Representative for Connecticut’s 2nd District,"Courtney is the representative for Connecticut’s 2nd congressional district (view map) and is a Democrat. He has served since Jan 4, 2007. Courtney is next up for reelection in 2024 and serves until Jan 3, 2025. He is 69 years old.",/static/legislator-photos/412193-200px.jpeg
Rep. Angie Craig,Representative for Minnesota’s 2nd District,"Craig is the representative for Minnesota’s 2nd congressional district (view map) and is a Democrat. She has served since Jan 3, 2019. Craig is next up for reelection in 2024 and serves until Jan 3, 2025. She is 50 years old.",/static/legislator-photos/412789-200px.jpeg
Sen. Kevin Cramer,Senator for North Dakota,"Cramer is the junior senator from North Dakota and is a Republican. He has served since Jan 3, 2019. Cramer is next up for reelection in 2024 and serves until Jan 3, 2025. He is 61 years old.",/static/legislator-photos/412555-200px.jpeg
Rep. Eli Crane,Representative for Arizona’s 2nd District,"Crane is the representative for Arizona’s 2nd congressional district (view map) and is a Republican. He has served since Jan 3, 2023. Crane is next up for reelection in 2024 and serves until Jan 3, 2025. He is 43 years old."
Sen. Michael “Mike” Crapo,Senator for Idaho,"Crapo is the senior senator from Idaho and is a Republican. He has served since Jan 6, 1999. Crapo is next up for reelection in 2028 and serves until Jan 3, 2029. He is 71 years old.",/static/legislator-photos/300030-200px.jpeg
Rep. Eric “Rick” Crawford,Representative for Arkansas’s 1st District,"Crawford is the representative for Arkansas’s 1st congressional district (view map) and is a Republican. He has served since Jan 5, 2011. Crawford is next up for reelection in 2024 and serves until Jan 3, 2025. He is 56 years old.",/static/legislator-photos/412400-200px.jpeg
Rep. Dan Crenshaw,Representative for Texas’s 2nd District,"Crenshaw is the representative for Texas’s 2nd congressional district (view map) and is a Republican. He has served since Jan 3, 2019. Crenshaw is next up for reelection in 2024 and serves until Jan 3, 2025. He is 38 years old.",/static/legislator-photos/412820-200px.jpeg
Rep. Jasmine Crockett,Representative for Texas’s 30th District,"Crockett is the representative for Texas’s 30th congressional district (view map) and is a Democrat. She has served since Jan 3, 2023. Crockett is next up for reelection in 2024 and serves until Jan 3, 2025. She is 41 years old."
Rep. Jason Crow,Representative for Colorado’s 6th District,"Crow is the representative for Colorado’s 6th congressional district (view map) and is a Democrat. He has served since Jan 3, 2019. Crow is next up for reelection in 2024 and serves until Jan 3, 2025. He is 43 years old.",/static/legislator-photos/412762-200px.jpeg
Sen. Ted Cruz,Senator for Texas,"Cruz is the junior senator from Texas and is a Republican. He has served since Jan 3, 2013. Cruz is next up for reelection in 2024 and serves until Jan 3, 2025. He is 52 years old.",/static/legislator-photos/412573-200px.jpeg
